category,processed_message
ham,arngd marriage u r walkin unfortuntly snake bites bt love marriage dancing frnt snake amp sayin bite bite
ham,merry christmas babe love ya kisses
ham,ha must walk everywhere take tram cousin said walk vic market hotel
ham,da vijay going talk jaya tv
ham,sweetheart hope kind day one loads reasons smile biola
ham,able sleep
ham,sir good morning hope good weekend called let know able raise lt gt dad however said would make rest available mid amount still quite short hoping would help good day abiola
ham,gon na death gon na leave note says robs fault avenge
ham,oh ok wait 4 lect havent finish
ham,told accenture confirm true
ham,mm feeling sleepy today shall get dear
ham,fine hope also
ham,may free gym
ham,home babe still
ham,fine imma get drink somethin want come find
ham,hi test lt gt rd
ham,big brother really scraped barrel shower social misfits
ham,u free sat rite u wan 2 watch infernal affairs wif n darren n mayb xy
ham,alrite sam nic checkin ur
ham,usual u call ard 10 smth
ham,pick
ham,darling sister school resuming minimum wait period reapply take care
ham,talk others probably come early tomorrow
ham,princess like make love lt gt times per night hope thats problem
spam,500 new mobiles 2004 must go txt nokia 89545 collect today 2optout txtauction
spam,get brand new mobile phone agent mob plus loads goodies info text mat 87021
ham,oh really perform write paper go movie home midnight huh
ham,done handed know mega shop asda counts celebration thats
ham,really crashed cuddled sofa
ham,oh ic thought meant mary jane
ham,pls pls drink plenty plenty water
ham,oh god gon na google nearby cliffs
ham,seeing
ham,good evening
ham,taste fish curry
ham,da stupid da always sending like believe mental
ham,u reach orchard already u wan 2 go buy tickets first
spam,filthy stories girls waiting
spam,recpt ordered ringtone order processed
ham,yunny goin late
ham,kaiez enjoy ur tuition gee thk e second option sounds beta go yan jiu den msg u
ham,samus shoulders yet
ham,k happen tonight
ham,id check like 1 bowls worth left
ham,1 reach home call
ham,oh ok
ham,dont want hear anything
ham,eat old airport road 630 oredi got lot pple
ham,reaching home 5 min
ham,yetunde class run water make pls
ham,da whats plan
ham,vl bcum difficult
ham,babe said 2 hours almost 4 internet
ham,carry disturbing
ham,k k sms chat
ham,thats cool gentleman treat dignity respect
ham,r many model sony ericson also der lt gt luks good bt forgot modl
ham,edison rightly said fool ask questions wise man answer know us speechless viva gm gn ge gnt
ham,idc get weaseling way shit twice row
ham,depends individual lor e hair dresser say pretty parents say look gong u kaypoh also dunno wat collecting
ham,happy new year man
ham,going thru different decisions coping heal everything believe
ham,waking 4 afternoon sup
ham,going 4 dinner soon
ham,hoping would send message rent due dont enough reserves completely gone loan need hoping could balance lt gt way could get till mid march hope pay back
ham,friend got says upping order grams got lt gt get
ham,picked receipt something earlier
ham,says lt gt year old man money last lt gt still waiting check
ham,always make things bigger
ham,say god love amp need clean heart ten special people amp u c miracle tomorrow pls pls
ham,sucks go u hair free right
spam,message brought gmw connected
ham,evening v good somewhat event laden fill worry head ok throat wrecked see six
ham,see half hour
ham,hi dear call urgnt know whats problem want work problem least tell wating reply
ham,goodnight sleep well da please take care please
ham,oh asked fun haha take care ü
ham,lovely night wake see message hope smile knowing great morning
ham,wat time liao still got
ham,well keep mind got enough gas one round trip barring sudden influx cash
ham,many company tell language
ham,5 nights nt staying port step liao ex
spam,dear u invited xchat final attempt contact u txt chat 86688 ldn 18 yrs
ham,die accidentally deleted e msg suppose 2 put e sim archive haiz sad
ham,cheers message zogtorius staring phone age deciding whether text
spam,text meet someone sexy today u find date even flirt join 4 10p reply name age eg sam 25 18 recd thirtyeight pence
ham,need details online job
ham,happens r 2waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance
ham,going
ham,understand loss gain work school
ham,lasting much 2 hours might get lucky
spam,important information 4 orange user today lucky day 2find log onto http fantastic surprise awaiting
ham,ok
spam,hello orange 1 month free access games news sport plus 10 free texts 20 photo messages reply yes terms apply
ham,wan na watch movie
ham,wan na gym
ham,going join tomorrow
ham,aight close still around alex place
spam,money wining number 946 wot next
ham,anytime
ham,though shd go n fun bar town something sound ok
spam,gent trying contact last weekends draw shows prize guaranteed call claim code k52 valid 12hrs 150ppm
ham,dont talk ever ok word
ham,2 oz guy kinda flaky one friend interested picking lt gt worth tonight possible
ham,work going min
ham,dude ive seeing lotta corvettes lately
ham,sorry call later
ham,wat u
ham,e best 4 ur driving tmr
ham,ok lor town lei
ham,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
ham,huh slow tot u reach long ago liao u 2 days 4 leh
ham,see christmassy
ham,idps linux systems
ham,getting back home
ham,yes innocent fun
ham,happy new years melody
ham,hope great new semester wish best made greatness
spam,congratulations ur awarded either cd gift vouchers free entry 2 weekly draw txt music 87066 tncs 1 win150ppmx3age16
ham,well lot things happening lindsay new years sighs bars ptbo blue heron something going
spam,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 sp tyrone
ham,ok
spam,double mins double txt price linerental latest orange bluetooth mobiles call mobileupd8 latest offers 08000839402
ham,u sound like manky scouse boy steve like travelling da bus u inmind 4 recreation dis eve
ham,cthen thk shd b enuff still got conclusion n contents pg n references b da contents pg n cover pg
ham,sorry ca help
ham,come room point iron plan weekend
ham,noooooooo please last thing need stress life fair
ham,anything special
ham,take lt gt min
ham,called hoping l8r malaria know miss guys miss bani big pls give love especially great day
ham,yeah basically time next week get away mom amp get 3
ham,didnt complete gist oh
ham,beerage
ham,dun thk quit yet hmmm go jazz yogasana oso go meet em lessons den
ham,sry ca talk phone parents
ham,message sent askin lt gt dollars shoul pay lt gt lt gt
ham,horrible u eat macs eat u forgot abt already rite u take long 2 reply thk toot b4 b prepared wat shall eat
ham,want kfc tuesday buy 2 meals gravy 2 mark 2
ham,tiime let hug break tears
ham,im sorry bout last nite ur fault spouse pmt sumthin u 4give think u shldxxxx
ham,registered sinco payee log enter urn lt gt confirm beware frauds share disclose urn anyone
ham,dnt wnt tlk wid u
ham,take phone callon friday assume wo year
spam,want new video phone 750 anytime network mins half price line rental free text 3 months reply call 08000930705 free delivery
ham,mummy boy good bad positive negative mummy made wait hmmmm
ham,carlos minute still need buy
ham,good morning im suffering fever dysentry able come office today
ham,thread wishlist section forums ppl post nitro requests start last page collect bottom
ham,u look 4 da lib got stuff havent finish yet
ham,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu
ham,call say coming today ok tell fool like ok
ham,shall get pouch
ham,sorry meeting call later
ham,love u 2 little pocy bell sorry love u
spam,want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call 08000930705
ham,ok coming home
ham,yeah quite bit left swing tomorrow get
ham,oh phone phoned disconnected
ham,hi good mornin thanku wish u
ham,congrats great wanted tell tell score cos might make relax motivating thanks sharing
ham,since side fever vomitin
ham,say hi drugdealer
ham,haha kidding papa needs drugs
ham,text drop x
ham,hello baby get back mom setting computer filling belly goes loverboy miss already sighs
ham,dun need use dial juz open da browser n surf
ham,want sent lt gt mesages today thats sorry hurts
ham,ask g iouri told story like ten times already
ham,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl
ham,lol ouch wish stayed bit longer
ham,today song dedicated day song u dedicate send ur valuable frnds first rply
ham,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike
ham,old orchard near univ
ham,hey happy birthday
ham,dear free messages without recharge hi hi hi
ham,yo carlos friends already asking working weekend
ham,lol knew saw dollar store
ham,thank god bed
ham,hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausage love jen xxx
ham,awesome gon na soon later tonight
spam,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care 07821230901
ham,7 go ok na
ham,tell dear happen talking like alian
ham,world happiest frnds never characters dey best understanding differences
ham,shuhui bought ron present swatch watch
spam,u win music gift vouchers every week starting txt word draw 87066 tscs skillgame 1winaweek age16 150ppermesssubscription
ham,coming home 4 dinner
ham,mathews tait edwards anderson
ham,yes rent expensive way save
spam,natalie inviting friend reply see stop send stop frnd 62468
ham,battery low babe
ham,okie
ham,u coming 2 pick
ham,otherwise part time job
ham,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
ham,sorry call later
spam,8007 25p 4 alfie moon children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
ham,yeah sure leave min
ham,gram usually runs like lt gt half eighth smarter though gets almost whole second gram lt gt
ham,place man
ham,would still cozy exhausted last went school work everything closed
spam,todays voda numbers ending 7548 selected receive 350 award match please call 08712300220 quoting claim code 4041 standard rates app
spam,private 2003 account statement 07753741225 shows 800 points call 08715203677 identifier code 42478 expires
